Log updated: 	02/03/2016 09:18:30
Media: 		C:\Users\Jeeb\AndroidApps\AndroidWorkPlace\FarsiAlifBa\app\src\main\res\raw\sin.mp3
Log file: 	C:\Users\Jeeb\AndroidApps\AndroidWorkPlace\FarsiAlifBa\app\src\main\res\raw\sin_loud.txt

Stream: 	Audio Stream:Master
Format: 	16-bit PCM data, 2 channels @ 48000 Hz
Algorithm: 	Surround processing turned: OFF

Loudness calculations:

              Pos.	     Time	Mom.(LUFS)	Short(LUFS)	Integ.(LUFS)	Dyn.(LU)

           22464	00:00:00.468	-30.86		-39.61		-32.03		 21.10
           22752	00:00:00.474	-30.86		-39.61		-32.03		 21.10
           23040	00:00:00.480	-30.86		-39.61		-32.03		 21.10

              Pos.	     Time	Mom.(LUFS)	Short(LUFS)	Integ.(LUFS)	Dyn.(LU)

           23328	00:00:00.486	-30.86		-39.61		-32.03		 21.10
           23616	00:00:00.492	-30.86		-39.61		-32.03		 21.10
           23904	00:00:00.498	-30.86		-39.61		-32.03		 21.10
           24024	00:00:00.501	-30.86		-39.61		-32.03		 21.10


---------------------------
Results:

Mom. (max): 	-30.86 (LUFS) at 00:00:00.408
Short (max): 	-39.61 (LUFS) at 00:00:00.408
Integrated: 	-32.03 (LUFS)


