Log updated: 	02/03/2016 09:24:23
Media: 		C:\Users\Jeeb\AndroidApps\AndroidWorkPlace\FarsiAlifBa\app\src\main\res\raw\gaf.mp3
Log file: 	C:\Users\Jeeb\AndroidApps\AndroidWorkPlace\FarsiAlifBa\app\src\main\res\raw\gaf_loud.txt

Stream: 	Audio Stream:Master
Format: 	16-bit PCM data, 2 channels @ 48000 Hz
Algorithm: 	Surround processing turned: OFF

Loudness calculations:

              Pos.	     Time	Mom.(LUFS)	Short(LUFS)	Integ.(LUFS)	Dyn.(LU)

           22176	00:00:00.462	-16.54		-25.29		-18.01		 22.60
           22464	00:00:00.468	-16.54		-25.29		-18.01		 22.60
           22752	00:00:00.474	-16.54		-25.29		-18.01		 22.60
           23040	00:00:00.480	-16.54		-25.29		-18.01		 22.60

              Pos.	     Time	Mom.(LUFS)	Short(LUFS)	Integ.(LUFS)	Dyn.(LU)

           23328	00:00:00.486	-16.54		-25.29		-18.01		 22.60
           23616	00:00:00.492	-16.54		-25.29		-18.01		 22.60
           23904	00:00:00.498	-16.54		-25.29		-18.01		 22.60
           24192	00:00:00.504	-16.54		-25.29		-18.01		 22.60
           24480	00:00:00.510	-16.59		-25.29		-17.61		 19.30
           24768	00:00:00.516	-16.59		-25.29		-17.61		 19.30
           25056	00:00:00.522	-16.59		-25.29		-17.61		 19.30
           25344	00:00:00.528	-16.59		-25.29		-17.61		 19.30
           25626	00:00:00.534	-16.59		-25.29		-17.61		 19.30


---------------------------
Results:

Mom. (max): 	-16.54 (LUFS) at 00:00:00.408
Short (max): 	-25.29 (LUFS) at 00:00:00.510
Integrated: 	-17.61 (LUFS)


